[ 2025-05-31 17:03:06,477 ] 16 root - INFO - Initiate Data Ingestion
[ 2025-05-31 17:03:10,973 ] 62 root - INFO - Performed train test split on the dataframe
[ 2025-05-31 17:03:10,973 ] 64 root - INFO - Exited split_data_as_train_test of Data_Ingestion class
[ 2025-05-31 17:03:10,975 ] 68 root - INFO - Exporting train and test file path
[ 2025-05-31 17:03:11,137 ] 78 root - INFO - Train and Test data exported
[ 2025-05-31 17:03:11,138 ] 18 root - INFO - Data Ingestion Completed
[ 2025-05-31 17:03:11,175 ] 22 root - INFO - Initiate Data Validation
[ 2025-05-31 17:03:11,294 ] 35 root - INFO - Required number of columns:2
[ 2025-05-31 17:03:11,299 ] 36 root - INFO - Dataframe has 31
[ 2025-05-31 17:03:11,299 ] 35 root - INFO - Required number of columns:2
[ 2025-05-31 17:03:11,299 ] 36 root - INFO - Dataframe has 31
[ 2025-05-31 17:03:11,753 ] 24 root - INFO - Data Validation Completed
[ 2025-05-31 17:03:11,758 ] 45 root - INFO - Data Transformation Initiated
[ 2025-05-31 17:03:11,758 ] 47 root - INFO - Starting Data Transformation
[ 2025-05-31 17:03:11,815 ] 34 root - INFO - Entered get_data_transformation_object mentod of Transformation class
[ 2025-05-31 17:03:11,815 ] 37 root - INFO - Initialize KNN Imputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-05-31 17:03:11,844 ] 49 root - INFO - Entered the save_object method of MainUtils class
[ 2025-05-31 17:03:11,851 ] 53 root - INFO - Exited the save_object method of MainUtils class
[ 2025-05-31 17:03:11,851 ] 49 root - INFO - Entered the save_object method of MainUtils class
[ 2025-05-31 17:03:11,856 ] 53 root - INFO - Exited the save_object method of MainUtils class
[ 2025-05-31 17:03:11,858 ] 32 root - INFO - Model Training started
